IDREF,Year_Reference,languages_Chinese,languages_English,languages_French,languages_Hindi,languages_Spanish,skill_SocialSciences,skill_Art,skill_Technology,missing_language,missing_skill,grade,exam_score,ProfileType,school,major,citizen_cntry,previous_degree,ethnicity,previous_state,male_gender,international,year_birth
1195,2013,0,0,0,0,0,0,0,0,1,1,3.5810001,700,Investments,UNIVERSITYPENNSYLVANIA,IndustrialRelations,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1196,2013,0,1,0,0,0,0,0,0,0,1,3.1589999,690,Investments,COLUMBIAUNIVSCHGENRLSTDS,PoliticalScience,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1984
1197,2013,0,1,0,0,0,0,0,0,0,1,3.632,710,Client_oriented,COLGATEUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewJersey,1,0,1986
1198,2013,0,0,0,0,0,0,0,0,1,1,3.4649999,740,Others,LEHIGHUNIVERSITY,Accounting,USA,BachelorofScience,WhiteNon-hispanic,NewJersey,1,0,1985
1199,2013,0,0,0,0,0,0,0,0,1,1,3.3900001,700,Others,UNIVERSITYGEORGIA,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,0,0,1985
1200,2013,0,0,0,0,0,0,0,0,1,1,3.2449999,740,Others,INTERNATIONALUNIVGERMANY,ComputerScience,India,BachelorofScience,,NewYork,1,1,1984
1201,2013,0,0,0,0,0,0,0,0,1,1,3.312,690,Others,WESLEYANUNIVERSITY,Other,USA,,WhiteNon-hispanic,Massachusetts,0,0,1983
1202,2013,0,0,0,0,0,0,0,0,1,1,3.053,690,Unknown,NORTHWESTERNUNIVERSITY,Other,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1987
1203,2014,0,0,0,0,0,0,0,0,1,1,3.3740001,760,Client_oriented,,Psychology,USA,BachelorofArts,WhiteNon-hispanic,Massachusetts,0,0,1986
1204,2013,0,0,0,0,0,0,0,0,1,1,3.53,720,Investments,HARVARDCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NorthCarolina,1,0,1985
1205,2013,0,0,0,0,0,0,0,0,1,1,3.267,660,Others,UNIVERSITYPENNSYLVANIA,Philosophy,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1984
1206,2013,0,0,0,0,0,0,0,0,1,1,3.0929999,660,Production,TULANEUNIVERSITY,IndustrialRelations,USA,BachelorofArts,,NewYork,0,0,1984
1207,2013,0,0,0,0,0,0,0,0,1,1,3.6619999,730,Client_oriented,UNIVSOUTHERNDENMARK,Engineering,Denmark,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1985
1208,2013,0,0,0,0,0,0,0,0,1,1,3.24,730,Unknown,UNIVERSITYNOTREDAME,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1982
1209,2013,0,1,1,0,1,0,0,0,0,0,3.115,680,Others,UDEBUENOSAIRES,Economics,Argentina,,,NewYork,1,1,1979
1210,2013,0,0,0,0,0,0,0,0,1,1,3.1300001,690,Others,HAIFAUNIV,Economics,USA,BachelorofArts,WhiteNon-hispanic,ForeignCountry,1,0,1981
1211,2013,0,0,0,0,0,0,0,0,0,0,3.365,710,Others,CARNEGIE-MELLONUNIVERSITY,Finance,USA,BachelorofScience,,ForeignCountry,1,0,1980
1212,2013,0,0,0,0,0,0,0,0,1,1,3.6930001,750,Unknown,INDIANINSTITUTEOFTECH,Engineering,India,MasterofEngineer/DualDegree,,ForeignCountry,1,1,1979
1213,2013,0,0,0,0,0,0,0,0,1,1,3.503,720,Client_oriented,RUTGERSSTATEUNIVERSITYRUTGERSCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewJersey,1,0,1983
1214,2013,0,0,0,0,0,0,0,0,1,1,3.175,710,Others,EMORYUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewJersey,1,0,1985
1215,2013,0,0,0,0,0,0,0,0,1,1,3.082,650,Unknown,MOREHOUSECOLLEGE,OtherBusiness,USA,BachelorofArts,BlackNon-hispanic,California,1,0,1982
1216,2013,0,0,0,0,0,0,0,0,1,1,3.257,760,Others,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1985
1217,2013,0,0,0,0,0,0,0,0,1,1,3.7349999,0,Investments,CONNECTICUTCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,Massachusetts,1,0,1986
1218,2014,0,0,0,0,0,0,0,0,1,1,,,Unknown,,,,,WhiteNon-hispanic,,1,1,
1219,2013,0,0,0,0,0,0,0,0,1,1,3.4820001,640,Investments,TULANEUNIVERSITY,Finance,USA,,WhiteNon-hispanic,Pennsylvania,1,0,1981
1220,2013,0,0,0,0,0,0,0,0,1,1,3.6500001,730,Others,HAMILTONCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1221,2013,0,0,0,0,0,0,0,0,1,1,3.4200001,680,Others,UNIVERSITYPENNSYLVANIA,CommunicationAndJournalism,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1981
1222,2013,0,0,0,0,0,0,0,0,1,1,2.98,640,Investments,UIBERO-AMERICA,Engineering,Mexico,BachelorofArts,,NewYork,0,1,1984
1223,2013,0,0,0,0,0,0,0,0,1,1,3.227,650,Others,UNIVERSITYSOUTHERNCALIFORNIA,Management,USA,BachelorofScience,,California,1,0,1983
1224,2013,0,0,0,0,0,0,0,0,1,1,3.7780001,730,Investments,UNIVERSITYPENNSYLVANIA,Engineering,Turkey,BachelorofScience,WhiteNon-hispanic,,1,1,1987
1225,2013,0,0,0,0,0,0,0,0,1,1,3.5599999,730,Client_oriented,COLUMBIAUNIVSCHGENRLSTDS,Engineering,USA,BachelorofScience,,NewJersey,0,0,1985
1226,2013,0,0,0,0,0,0,0,0,1,1,3.51,740,Client_oriented,UNIVERSITYOFRICHMOND,Chemistry,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1985
1227,2013,0,0,0,0,0,0,0,0,1,1,3.207,710,Unknown,DARTMOUTHCOLLEGE,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1979
1228,2013,0,0,0,0,0,0,0,0,1,1,3.253,700,Others,ESCUELASUPERIORPOLITECNICADELLITORAL,Economics,Ecuador,BachelorofArts,WhiteNon-hispanic,NewJersey,1,1,1978
1229,2013,0,0,0,0,0,0,0,0,1,1,3.263,720,Unknown,NATLTAIWANUNIV,Economics,Taiwan,BachelorofArts,,NewYork,0,1,1985
1230,2014,0,0,0,0,0,0,0,0,1,1,3.793,700,Others,BOSTONCOLLEGE,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1984
1231,2014,0,0,0,0,0,0,0,0,1,1,3.233,680,Others,BERNARDMBARUCHCOLLEGE,Economics,USA,BachelorofArts,AsianorPacificIslander,NewYork,1,0,1983
1232,2014,0,0,0,0,0,0,0,0,1,1,3.4879999,710,Investments,UCATOLICIAANDRESBELLO,Law,Venezuela,,WhiteNon-hispanic,ForeignCountry,1,1,1986
1233,2014,0,0,0,0,0,0,0,0,1,1,3.5569999,640,Production,UNIVERSITYNORTHCAROLINA,OtherSocial,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1983
1234,2014,0,0,0,0,0,0,0,0,1,1,2.852,600,Unknown,BABSONCOLLEGE,EntrepAndInnovation,Venezuela,BachelorofScience,,Florida,1,1,1986
1235,2014,0,0,0,0,0,0,0,0,1,1,3.253,650,Client_oriented,TUFTSUNIVERSITY,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1985
1236,2014,0,0,0,0,0,0,0,0,1,1,3.2880001,650,Investments,PURDUEUNIVERSITY,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1237,2014,0,0,0,0,0,0,0,0,1,1,3.1099999,590,Others,WELLESLEYCOLLEGE,Sociology,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1986
1238,2014,0,0,0,0,0,0,0,0,1,1,3.257,670,Others,ColegioUniversitarioDeEstudiosFinancieros,Finance,Spain,BachelorofArts,,,1,1,1983
1239,2014,0,0,0,0,0,0,0,0,1,1,3.2509999,660,Client_oriented,SKIDMORECOLLEGE,OtherBusiness,USA,BachelorofScience,BlackNon-hispanic,Massachusetts,0,0,1983
1240,2014,0,0,0,0,0,0,0,0,1,1,3.523,650,Production,VILLANOVAUNIVERSITY,CommunicationAndJournalism,USA,BachelorofArts,WhiteNon-hispanic,NewJersey,0,0,1984
1241,2014,0,0,0,0,0,0,0,0,1,1,3.45,670,Client_oriented,COLLEGEHOLYCROSS,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1242,2014,0,0,0,0,0,0,0,0,1,1,3.365,690,Unknown,ColegioUniversitarioDeEstudiosFinancieros,Finance,Spain,BachelorofBusinessAdministration,WhiteNon-hispanic,ForeignCountry,1,1,1982
1243,2014,0,1,0,0,0,0,0,0,0,0,3.444,660,Others,DUKEUNIVERSITY,Sociology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1987
1244,2014,0,0,0,0,0,0,0,0,1,1,3.29,620,Investments,VIRGINIAMILITARYINSTITUTE,IndustrialRelations,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1983
1245,2015,0,0,0,0,0,0,0,0,1,1,3.232353,0,Investments,UNITEDSTATESMILITARYACADEMY,PoliticalScience,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1982
1246,2014,0,0,0,0,0,0,0,0,1,1,3.3310001,620,Investments,UNITEDSTATESMILITARYACADEMY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewJersey,1,0,1984
1247,2014,0,0,0,0,0,0,0,0,1,1,3.3180001,610,Others,UNIVERSITYPENNSYLVANIA,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1987
1248,2014,0,0,0,0,0,0,0,0,1,0,3.615,660,Production,UNIVERSITYMINNESOTAMINNEAPOLIS,Marketing,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1985
1249,2014,0,0,0,0,0,0,0,0,1,1,3.2950001,650,Investments,VANDERBILTUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1250,2014,0,1,1,0,1,0,0,1,0,0,3.553,620,Others,GEORGEWASHINGTONUNIVERSITY,Other,France,BachelorofBusinessAdministration,WhiteNon-hispanic,ForeignCountry,1,1,1986
1251,2014,0,0,0,0,0,0,0,0,1,1,3.5120001,610,Client_oriented,WELLESLEYCOLLEGE,IndustrialRelations,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1980
1252,2014,0,0,0,0,0,0,0,0,1,1,3.6240001,680,Investments,UNIVERISITALASAPIENZAROMAITALY,Engineering,Italy,,WhiteNon-hispanic,ForeignCountry,1,1,1981
1253,2014,0,0,0,0,0,0,0,0,1,1,3.342,650,Others,UNIVERSITYWISCONSIN,History,USA,BachelorofScience,WhiteNon-hispanic,Illinois,1,0,1985
1254,2014,0,0,0,0,0,0,0,0,1,1,3.145,660,Unknown,HAIFAUNIV,Law,Israel,,WhiteNon-hispanic,NewYork,1,1,1978
1255,2014,0,0,0,0,0,0,0,0,1,0,3.6300001,660,Investments,BOSTONCOLLEGE,English,USA,BachelorofArts,,NewYork,1,0,1983
1256,2014,0,0,0,0,0,0,0,0,1,0,3.1760001,670,Others,UNIVERSITYPENNSYLVANIA,History,USA,BachelorofArts,WhiteNon-hispanic,DistrictofColumbia,1,0,1986
1257,2014,0,0,0,0,0,0,0,0,1,1,3.507,710,Others,BOSTONUNIVERSITY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,Virginia,0,0,1983
1258,2014,0,0,0,0,0,0,0,0,1,1,3.4790001,650,Investments,COLUMBIAUNIVCOLUMBIACOLL,OtherHumanities,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1982
1259,2014,0,0,0,0,0,0,0,0,1,1,3.4389999,670,Client_oriented,UNIVERSITYPENNSYLVANIA,Marketing,USA,BachelorofScience,BlackNon-hispanic,NewYork,1,0,1983
1260,2014,0,0,0,0,0,0,0,0,1,1,3.3280001,680,Unknown,UNIVERSITYCALIFORNIABERKELEY,History,USA,BachelorofArts,WhiteNon-hispanic,California,1,0,1985
1261,2014,0,0,0,0,1,0,0,0,0,1,3.4979999,650,Others,PONTUJAVERIANA,Economics,Colombia,,WhiteNon-hispanic,ForeignCountry,1,1,1984
1262,2014,0,0,0,0,0,0,0,0,1,1,3.3169999,0,Unknown,BARNARDCOLLEGE,Other,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1978
1263,2014,0,0,0,0,0,0,0,0,1,1,3.4579999,660,Client_oriented,GEORGIAINSTITUTETECHNOLOGY,Management,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1986
1264,2014,0,0,0,0,0,0,0,0,1,0,3.302,630,Others,BOSTONUNIVERSITY,Finance,USA,,WhiteNon-hispanic,NewYork,0,0,1985
1265,2014,0,0,0,0,0,0,0,0,1,1,3.3099999,650,Client_oriented,SKIDMORECOLLEGE,FineArts,Japan,BachelorofScience,AsianorPacificIslander,California,0,1,1984
1266,2014,0,1,1,0,1,0,0,1,0,0,3.675,680,Investments,ECOLESPECIALEMILITAIREDESAINT-CYR,ComputerScience,France,Other,WhiteNon-hispanic,ForeignCountry,1,1,1983
1267,2014,0,0,0,0,0,0,0,0,1,1,3.3369999,650,Unknown,TUFTSUNIVERSITY,ForeignLanguages,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1268,2014,0,0,0,0,0,0,0,0,1,1,2.938,700,Unknown,BERNARDMBARUCHCOLLEGE,OtherBusiness,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1983
1269,2014,0,0,0,0,0,0,0,0,1,1,3.553,700,Investments,COLGATEUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1985
1270,2014,0,0,0,0,0,0,0,0,1,1,3.4519999,610,Others,NORTHWESTERNUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1980
1271,2014,0,0,0,0,0,0,0,0,1,1,3.405,640,Production,UNIVERSITYCONNECTICUT,Marketing,USA,BachelorofScience,WhiteNon-hispanic,Connecticut,0,0,1986
1272,2014,0,0,0,0,0,0,0,0,1,1,3.2550001,640,Unknown,UPONTCOMILLAS,Finance,Spain,BachelorofBusinessAdministration,WhiteNon-hispanic,ForeignCountry,1,1,1985
1273,2014,0,0,0,0,0,0,0,0,1,1,3.2579999,700,Others,UNIVERSITYFLORIDA,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1274,2015,0,0,0,0,0,0,0,0,1,1,3.3823528,610,Client_oriented,BRYNMAWRCOLLEGE,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1985
1275,2014,0,0,0,0,0,0,0,0,1,1,3.4630001,770,Investments,TEMPLEUNIVERSITY,Economics,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,Pennsylvania,1,0,1984
1276,2014,0,0,0,0,0,0,0,0,1,1,3.4630001,610,Others,STANFORDUNIVERSITY,Sociology,USA,BachelorofArts,BlackNon-hispanic,California,1,0,1985
1277,2014,0,0,0,0,0,0,0,0,1,1,3.4879999,690,Client_oriented,GEORGEWASHINGTONUNIVERSITY,Philosophy,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1278,2014,0,0,0,0,0,0,0,0,1,1,3.3239999,0,Others,HOWARDUNIVERSITY,Marketing,USA,BachelorofBusinessAdministration,BlackNon-hispanic,NewYork,0,0,1982
1279,2014,0,1,0,0,1,0,0,1,0,0,3.395,660,Investments,UNIVERSIDADEFEDERALSAOCARLOS,ComputerScience,Brazil,BachelorofScience,,ForeignCountry,1,1,1983
1280,2014,0,0,0,0,0,0,0,0,1,1,3.4979999,640,Others,UNIVERSITYSOUTHERNCALIFORNIA,Finance,USA,BachelorofScience,WhiteNon-hispanic,Virginia,0,0,1985
1281,2015,0,0,0,0,0,0,0,0,1,1,3.4205883,600,Others,HAVERFORDCOLLEGE,Other,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1985
1282,2014,0,0,0,0,0,0,0,0,1,1,3.372,640,Others,CORNELLUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1985
1283,2014,0,0,0,0,0,0,0,0,1,1,3.151,640,Others,GEORGETOWNUNIV,Other,USA,BachelorofScience,WhiteNon-hispanic,DistrictofColumbia,0,0,1985
1284,2014,0,0,0,0,0,0,0,0,1,1,3.3150001,620,Client_oriented,BOSTONUNIVERSITY,CommunicationAndJournalism,USA,BachelorofArts,AsianorPacificIslander,ForeignCountry,0,0,1984
1285,2015,0,0,0,0,0,0,0,0,1,1,2.9764705,0,Unknown,UNIVERSIDADDESANANDRES,Management,Argentina,Other,,NewYork,1,1,1983
1286,2014,0,0,0,0,0,0,0,0,1,1,3.332,0,Unknown,GEORGETOWNUNIV,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1287,2014,0,0,0,0,0,0,0,0,1,1,3.207,600,Others,MARISTCOLLEGE,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1288,2014,0,0,0,0,0,0,0,0,1,1,3.553,660,Others,COLUMBIAUNIVCOLUMBIACOLL,Economics,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1982
1289,2014,0,0,0,0,0,0,0,0,1,1,3.033,660,Investments,UNITEDSTATESMILITARYACADEMY,OtherBusiness,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1290,2014,0,0,0,0,0,0,0,0,1,1,3.279,660,Investments,UORTUruguay,Management,Uruguay,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,1,1983
1291,2014,0,0,0,0,0,0,0,0,1,1,3.325,600,Production,DARTMOUTHCOLLEGE,Sociology,USA,BachelorofArts,BlackNon-hispanic,California,0,0,1982
1292,2015,0,0,0,0,0,0,0,0,1,1,3.4171429,710,Client_oriented,CORNELLUNIVERSITY,ComputerScience,USA,BachelorofArts,AsianorPacificIslander,NewYork,1,0,1981
1293,2013,0,0,0,0,0,0,0,0,1,1,3.8099999,730,Others,MAHARAJAVSAYAJIRAOUNIVERSITY,Accounting,India,,,NewYork,1,1,1980
1294,2014,0,0,0,0,0,0,0,0,1,1,3.359,0,Unknown,PRINCETONUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1295,2014,0,0,0,0,0,0,0,0,1,1,3.2850001,680,Unknown,INSTOFTEC&HIGHERSTUD-ITESM,ComputerScience,Mexico,BachelorofScience,,ForeignCountry,1,1,1983
1296,2015,0,0,0,0,1,0,0,0,0,1,3.7861111,710,Production,GEORGETOWNUNIV,ForeignLanguages,USA,BachelorofArts,,Washington,0,0,1981
1297,2014,0,0,0,0,0,0,0,0,1,1,3.267,710,Others,COLGATEUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1298,2014,1,0,0,0,0,0,0,0,0,1,3.194,690,Client_oriented,UNIVERSITYVIRGINIA,Economics,USA,BachelorofArts,AsianorPacificIslander,Virginia,0,0,1985
1299,2014,0,0,0,0,0,0,0,0,1,1,3.4100001,680,Client_oriented,CORNELLUNIVERSITY,Government,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1987
1300,2014,0,0,0,1,0,0,0,1,0,0,3.22,750,Others,RAJIVRANDHITECHU,Engineering,India,BachelorofEngineering/ExecProgram,AsianorPacificIslander,Illinois,1,1,1979
1301,2014,0,0,0,0,0,0,0,0,1,1,3.474,760,Others,WESTCHESTERUNIVPENNSYLVANIA,Management,USA,BachelorofScience,WhiteNon-hispanic,NewJersey,1,0,1984
1302,2015,0,0,0,0,0,0,0,0,1,1,3.3147058,0,Unknown,COLUMBIAUNIVCOLUMBIACOLL,PoliticalScience,USA,BachelorofArts,Hispanic,NewYork,0,0,1984
1303,2014,0,0,0,0,1,0,0,0,0,0,3.388,710,Unknown,INSTTECAUTODEMEXICO(ITAM),Finance,Mexico,BachelorofArts,WhiteNon-hispanic,ForeignCountry,1,1,1983
1304,2014,0,0,0,0,0,0,0,0,1,1,3.313,720,Unknown,UNIVERSITYSOUTHERNCALIFORNIA,Accounting,Canada,BachelorofScience,,ForeignCountry,0,1,1982
1305,2014,0,0,0,0,0,0,0,0,0,1,3.6500001,700,Unknown,UTOKYO,Economics,Japan,BachelorofArts,,,1,1,1981
1306,2014,0,0,0,0,0,0,0,0,1,0,3.2030001,690,Production,YALEUNIVERSITY,Chemistry,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1979
1307,2014,0,0,0,0,0,0,0,0,1,1,3.5450001,680,Client_oriented,COLUMBIAUNIVSCHGENRLSTDS,Engineering,USA,BachelorofScience,WhiteNon-hispanic,DistrictofColumbia,0,0,1987
1308,2015,0,0,0,0,0,0,0,0,1,1,3.2205882,740,Unknown,PRINCETONUNIVERSITY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1988
1309,2014,0,0,0,0,0,0,0,0,1,1,3.898,760,Investments,UNIVERSITYHAWAIIMANOA,Finance,USA,BachelorofBusinessAdministration,AsianorPacificIslander,NewYork,1,0,1986
1310,2014,0,0,0,0,0,0,0,0,1,1,3.4000001,0,Unknown,UNIVERSITYFLORIDA,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1987
1311,2014,0,1,0,0,0,1,0,0,0,0,3.4649999,760,Client_oriented,REEDCOLLEGE,Other,USA,BachelorofArts,WhiteNon-hispanic,Ohio,1,0,1983
1312,2014,0,0,0,0,0,0,0,0,1,1,3.6370001,710,Client_oriented,DUKEUNIVERSITY,OtherScience,USA,BachelorofArts,WhiteNon-hispanic,Connecticut,0,0,1984
1313,2014,0,0,0,0,0,0,0,0,1,1,3.221,770,Client_oriented,UNIVERSITYOFVERONA,ComputerScience,Italy,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1983
1314,2014,0,0,0,0,0,0,0,0,1,1,3.6849999,730,Client_oriented,NORTHWESTERNUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,Oklahoma,1,0,1985
1315,2014,0,0,0,0,0,0,0,0,1,1,3.612,670,Others,COLGATEUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,Connecticut,0,0,1985
1316,2014,0,0,0,0,0,0,0,0,1,1,3.358,660,Others,UNIVERSITYCALIFORNIASANTABARBARA,Economics,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1982
1317,2014,0,0,0,0,0,0,0,0,1,1,3.628,640,Others,HAMPTONUNIVERSITY,Finance,USA,BachelorofScience,BlackNon-hispanic,NewJersey,1,0,1986
1318,2014,0,0,0,0,0,0,0,0,1,1,3.6849999,750,Client_oriented,UNIVERSITYPENNSYLVANIA,Economics,USA,BachelorofScience,,NewJersey,0,0,1985
1319,2014,0,0,0,0,0,0,0,0,1,1,3.513,710,Investments,MIDDLEBURYCOLLEGE,English,USA,,WhiteNon-hispanic,NewYork,1,0,1983
1320,2014,0,0,0,0,0,0,0,0,1,1,3.362,720,Client_oriented,UNIVCALIFORNIALOSANGELES,Engineering,USA,BachelorofScience,AsianorPacificIslander,California,1,0,1985
1321,2014,0,0,0,0,0,0,0,0,1,1,3.3800001,660,Production,WASHINGTONUNIVERSITY,English,USA,BachelorofArts,BlackNon-hispanic,Georgia,0,0,1986
1322,2014,0,0,0,0,0,0,0,0,1,1,3.345,660,Client_oriented,UNIVERSITYCOLORADO,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1984
1323,2014,0,0,0,0,0,0,0,0,1,1,3.283,730,Investments,,Economics,Korea,BachelorofScience,AsianorPacificIslander,NewJersey,1,1,1980
1324,2014,0,1,1,0,0,1,0,0,0,0,3.3169999,710,Client_oriented,UNIVERSITYARIZONA,Other,Canada,BachelorofFineArts,WhiteNon-hispanic,ForeignCountry,0,1,1987
1325,2014,0,0,0,0,0,0,0,0,1,1,3.293,720,Unknown,EMORYUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1983
1326,2014,0,0,0,0,0,0,0,0,1,1,3.395,0,Investments,WASHINGTONLEEUNIVERSITY,Economics,Bulgaria,BachelorofArts,WhiteNon-hispanic,NewYork,0,1,1983
1327,2014,0,0,0,0,0,0,0,0,1,1,3.348,690,Others,UNIVCALIFORNIALOSANGELES,English,USA,BachelorofArts,AsianorPacificIslander,California,0,0,1986
1328,2014,0,0,0,0,0,0,0,0,1,1,3.753,740,Investments,INDIANINSTITUTEOFTECH,Engineering,India,BachelorofTechnology,AsianorPacificIslander,,1,1,1981
1329,2014,0,0,0,0,0,0,0,0,1,1,3.349,750,Others,UDESAOPAULO,Engineering,Brazil,,,,1,1,1983
1330,2014,0,0,0,0,0,0,0,0,1,1,3.3269999,0,Unknown,WILLIAMSCOLLEGE,OtherHumanities,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1980
1331,2014,0,0,0,0,0,0,0,0,1,1,3.6949999,710,Others,UNIVERSITYVIRGINIA,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1332,2014,0,0,0,0,0,0,0,0,1,1,3.7490001,690,Investments,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1333,2014,0,0,0,0,0,0,0,0,1,1,3.3080001,710,Unknown,GEORGETOWNUNIV,OtherBusiness,USA,BachelorofBusinessAdministration,Hispanic,Florida,0,0,1986
1334,2014,0,0,0,0,0,0,0,0,1,1,3.7049999,760,Investments,INDIANINSTITUTEOFTECH,Physics,India,,,,1,1,1984
1335,2014,1,1,0,0,0,0,0,0,0,1,3.385,740,Investments,FUDANUNIV,Finance,Peop.Rep.China,BachelorofEngineering/ExecProgram,,NewYork,1,1,1985
1336,2014,0,0,0,0,0,0,0,0,1,1,3.7149999,750,Others,GEORGETOWNUNIV,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1987
1337,2014,0,0,0,0,0,0,0,0,1,1,3.0190001,730,Unknown,AJOUUNIVERSITY,Engineering,Korea,BachelorofArts,,ForeignCountry,1,1,1978
1338,2014,0,0,0,0,0,0,0,0,1,1,3.71,730,Unknown,KOREAADVANCEDINST.OFSCI.ANDTECH.,OtherScience,Korea,BachelorofScience,,ForeignCountry,1,1,1983
1339,2014,0,0,0,0,0,1,0,0,1,1,3.4949999,760,Client_oriented,NORTHWESTERNUNIVERSITY,Engineering,Singapore,BachelorofScience,,ForeignCountry,1,1,1983
1340,2014,0,0,0,0,0,0,0,0,1,1,3.4319999,690,Investments,CORNELLUNIVERSITY,Economics,USA,BachelorofScience,BlackNon-hispanic,Illinois,1,0,1987
1341,2014,0,0,0,0,0,0,0,0,1,1,3.388,700,Unknown,UFEDDORIODEJANEIRO,Economics,Brazil,BachelorofScience,WhiteNon-hispanic,,0,1,1978
1342,2014,0,0,0,0,0,0,0,0,1,1,3.5250001,680,Others,BROWNUNIVERSITY,Sociology,USA,BachelorofArts,AsianorPacificIslander,NewYork,0,0,1985
1343,2014,0,0,0,0,0,0,0,0,1,1,3.599,0,Client_oriented,UNIVERSITYMARYLANDCOLLEGEPARK,ReligiousStudies,USA,BachelorofArts,,NewYork,0,0,1984
1344,2014,0,0,0,0,0,0,0,0,1,1,3.277,730,Client_oriented,UNIVERSITYOFRICHMOND,Economics,Uzbekistan,,,ForeignCountry,1,1,1983
